Video Time,Commenter,Time,Comment,cleaned_comment,cluster
,Md Jony Khan,,ডক্টর ইউনুস আমার দেশটা বদলে দিবে ইনশাআল্লাহ,ডক্টর ইউনুস আমার দেশটা বদলে দিবে ইনশাআল্লাহ,1
,Md Ali Hossain,,আওয়ামী লীগের জয় বাংলা,আওয়ামী লীগের জয় বাংলা,1
,GAMING WAHID,,ভাষন শুরু করুন,ভাষন শুরু করুন,2
,Sabbir Hossain,,হাসিনা কে শাস্তির ব্যবস্থা করা হোক,হাসিনা কে শাস্তির ব্যবস্থা করা হোক,3
,Sohel Khan,,নৌকা,নৌকা,0
,shantanu Shan,,mc,mc,2
,Nur Hossain,,অসংখ্য ধন্যবাদ,অসংখ্য ধন্যবাদ,2
,In front of Lina,,আপনার কথা অনেক ভালো লাগে,আপনার কথা অনেক ভালো লাগে,1
,Beiman Bandar,,Shuvo kamona roilo sir,shuvo kamona roilo sir,2
,Mohammad Tipu,,ভারত মুক্ত বাংলাদেশ চাই,ভারত মুক্ত বাংলাদেশ চাই,3
,Voice of homiopathy,,হত্যার বিচার করতে হবে।,হত্যার বিচার করতে হবে,0
,SYA GAMING BD,,afsos league,afsos league,2
,Nurul Amin,,কমেন্ট লীগ মাঠে নাই।,কমেন্ট লীগ মাঠে নাই,1
,Tushar Hosain,,gooooooooooooooooood,gooooooooooooooooood,2
,mdaminul ful pur,,দেয়বমুল কি করলেন বিচার নিয়ে বেচতো,দেয়বমুল কি করলেন বিচার নিয়ে বেচতো,3
,Dalya Moin,,ok,ok,2
,Mahmudul Hasan,,বাংলাদেশ জামায়াত শিবির জিন্দাবাদ,বাংলাদেশ জামায়াত শিবির জিন্দাবাদ,3
,Mdalamin Miah,,জয় বাংলা,জয় বাংলা,4
,Abu Taher,,bal league,bal league,2
,Humanity,,we r stand with u sir,we r stand with u sir,2
,Sandipan sarker Abir,,"স্যার দ্রব্য মূল্যের উর্ধগতি নিয়ে কিছু বলেন,উর্ধগতি কারণে আমাদের জীবন যাপন করা খুব কষ্ট হচ্ছে।",স্যার দ্রব্য মূল্যের উর্ধগতি নিয়ে কিছু বলেন উর্ধগতি কারণে আমাদের জীবন যাপন করা খুব কষ্ট হচ্ছে,3
,Saga Sports,,Awami Murgi League ON TOP,awami murgi league on top,2
,Mahmudul Hasan,,আলহামদুলিল্লাহ,আলহামদুলিল্লাহ,1
,MD Emran Hossain,,আজও পর্যন্ত আমরা ফেসবুকে মনের মত একটা পোস্ট করতে পারিনা এখনো সেই ভয়টা রয়ে গেছে কখন যেন গুম হয়ে যাই,আজও পর্যন্ত আমরা ফেসবুকে মনের মত একটা পোস্ট করতে পারিনা এখনো সেই ভয়টা রয়ে গেছে কখন যেন গুম হয়ে যাই,0
,Saiful Islam,,জয় বাংলা,জয় বাংলা,4
,Mahdia kalam Chowdhury,,Jamat awamelig mukto desh chai,jamat awamelig mukto desh chai,2
,World news that's set-,,"কথা কাজে মিল পাওয়া দুষ্কর হয়ে পড়ছে,।",কথা কাজে মিল পাওয়া দুষ্কর হয়ে পড়ছে,3
,MasudBillah,,জয় বাংলা জয় বঙ্গবন্ধু,জয় বাংলা জয় বঙ্গবন্ধু,4
,MFS. Faruk BD,,hi,hi,2
,Bongs Again,,জয় শেখ হাসিনা,জয় শেখ হাসিনা,4
,Tasbir The Explore,,ফারুকী কে বহিষ্কার কারার আহ্বান জানাচ্ছি,ফারুকী কে বহিষ্কার কারার আহ্বান জানাচ্ছি,0
,মা বাবা হারা এতিম আমি,,আমার দেশটা কে হেফাজতে রাখেন বিশ্বের সেরা নেতা ডাঃ মোহাম্মদ উইনুস সরকার কে,আমার দেশটা কে হেফাজতে রাখেন বিশ্বের সেরা নেতা ডাঃ মোহাম্মদ উইনুস সরকার কে,3
,ABDUR RAHMAN,,হারফিক বাঙলা হারফিক বাঙলা,হারফিক বাঙলা হারফিক বাঙলা,2
,Firoz Rahman,,আপনার শুভ কামনা ও সফলতা কামনা করছি।,আপনার শুভ কামনা ও সফলতা কামনা করছি,2
,Ruhul Amin,,বিতর্কিত উপদেষ্টা ফারুকী সহ সবাইকে অপসারণ করুন,বিতর্কিত উপদেষ্টা ফারুকী সহ সবাইকে অপসারণ করুন,0
,Ayaz Hasan,,rotera,rotera,2
,MAHDI HASAN,,জামায়াত ইসলামী জিন্দাবাদ,জামায়াত ইসলামী জিন্দাবাদ,3
,Aamir Khan,,ধন্যবাদ,ধন্যবাদ,2
,Rafi Ahmed,,পরিমনি মিম আর মাহজাবিনকে উপদেষ্টা বানান।,পরিমনি মিম আর মাহজাবিনকে উপদেষ্টা বানান,3
,Ashik Ashik mia,,আলহামদুলিল্লাহ,আলহামদুলিল্লাহ,1
,Shoeb Ahmed,,harpic league,harpic league,2
,Ayaz Hasan,,mcbc,mcbc,2
,Mohammed Jubair,,হারপিক লীগ,হারপিক লীগ,1
,Rajia Sultana,,comment league nki?,comment league nki,2
,Haider Sikder,,দৈর্ঘ্য মূল্য দাম মানুষের ক্ষমতার মধ্যে রাখার জন্য আহবান জানাচ্ছি,দৈর্ঘ্য মূল্য দাম মানুষের ক্ষমতার মধ্যে রাখার জন্য আহবান জানাচ্ছি,3
,𝓑𝓓 𝓜𝓾𝓼𝓽𝓪𝓴 𝓢𝓱𝓾𝓱𝓪𝓰,,আওয়ামীলীগের কোন জারজ যেনো না শুনে,আওয়ামীলীগের কোন জারজ যেনো না শুনে,3
,Jahir alom,,প্রধান উপদেষ্টাকে ধন্ন্যবাদ,প্রধান উপদেষ্টাকে ধন্ন্যবাদ,0
,Rashid Md. Aminur,,JOY BANGLA JOY BONGO BONDU,joy bangla joy bongo bondu,2
,Musa Ahmed,,গণহত্যার বিচার না হওয়া পর্যন্ত আওয়ামীলীগ এই দেশে কোনো রাজনৈতিক কার্যক্রম পরিচালনা করতে পারবে না!,গণহত্যার বিচার না হওয়া পর্যন্ত আওয়ামীলীগ এই দেশে কোনো রাজনৈতিক কার্যক্রম পরিচালনা করতে পারবে না,3
,Md Tuhin,,কমেন্ট লীগ,কমেন্ট লীগ,1
,M.A. Aziz,,হায় হায় লীগ,হায় হায় লীগ,1
,Rajia Sultana,,comment league nki?comment league nki?,comment league nki comment league nki,2
,shantanu Shan,,trump aaa gaya beta,trump aaa gaya beta,2
,Md.Mahmudul Hasan,,আশ্বাসের ফুলঝুরি,আশ্বাসের ফুলঝুরি,2
,Rashed,,অসংখ্য ধন্যবাদ ডঃ মোঃ ইউনুস স্যার কে,অসংখ্য ধন্যবাদ ডঃ মোঃ ইউনুস স্যার কে,3
,minhaz Sami,,বাটপার,বাটপার,2
,md. riaz,,তুমি এখন বিদায় দেও,তুমি এখন বিদায় দেও,3
,MD Ibrahim Mridha,,নির্বাচন কবে,নির্বাচন কবে,3
,Ashraf uddin,,জয় বাংলা জয় বঙ্গবন্ধু,জয় বাংলা জয় বঙ্গবন্ধু,4
,Md Rasel,,প্রবাসীদের MRP পাসপোর্ট রিনিউ নিয়ে হয়রানি বন্ধ করার অনুরোধ জানাচ্ছি,প্রবাসীদের mrp পাসপোর্ট রিনিউ নিয়ে হয়রানি বন্ধ করার অনুরোধ জানাচ্ছি,3
,Ruman Mollik,,আর কয় দিন স্যার,আর কয় দিন স্যার,3
,Voice of homiopathy,,আল্লাহ আকবর,আল্লাহ আকবর,1
,Prasenjit Jana,,যেন পালাতে না পারে,যেন পালাতে না পারে,3
,Nikon Saha,,thnx,thnx,2
,Nachima Begum,,"পিনাকী,ইলিয়াস কে উপদেষ্টা বানান। ফারুকীদের বাদ দেন।",পিনাকী ইলিয়াস কে উপদেষ্টা বানান ফারুকীদের বাদ দেন,0
,Moub Shin,,sir Dr unos right,sir dr unos right,2
,A.H. Rasel,,প্রবাসি ভাইদের নিয়ে কিছু বলেন,প্রবাসি ভাইদের নিয়ে কিছু বলেন,3
,Taim Mahmud Mukto,,বাংলাদেশে আপনার দ্বারা নতুন দল গঠন করা দেখতে চাই,বাংলাদেশে আপনার দ্বারা নতুন দল গঠন করা দেখতে চাই,3
,SARA RAHMAN,,আওয়ামী লীগ সরকার বার বার দরকার জয় বাংলা জয় বাংলা জয় বঙ্গবন্ধু,আওয়ামী লীগ সরকার বার বার দরকার জয় বাংলা জয় বাংলা জয় বঙ্গবন্ধু,4
,MD. Faruk,,এমপিওভুক্ত শিক্ষাপ্রতিষ্ঠান জাতীয়করণ চাই,এমপিওভুক্ত শিক্ষাপ্রতিষ্ঠান জাতীয়করণ চাই,3
,Putin Russia,,জয় বাংলা,জয় বাংলা,4
,Mahdia kalam Chowdhury,,BNP,bnp,2
,nilachol,,উল্টা পাল্টা উপদেষ্টা নিয়োগ করছেন,উল্টা পাল্টা উপদেষ্টা নিয়োগ করছেন,0
,mklink 11,,HI,hi,2
,Dilawar Hussain,,স্বৈরাচার মুক্ত বাংলাদেশ চাই,স্বৈরাচার মুক্ত বাংলাদেশ চাই,0
,LiMoN HaSaN,,আলহামদুলিল্লাহ,আলহামদুলিল্লাহ,1
,Sumon Ahmed,,আলহামদুলিল্লাহ,আলহামদুলিল্লাহ,1
,parvez sikder,,ইউনুস সরকার জিন্দাবাদ,ইউনুস সরকার জিন্দাবাদ,3
,Md Ali Hossain,,নৌকা নৌকা নৌকা নৌকা নৌকা,নৌকা নৌকা নৌকা নৌকা নৌকা,0
,Prasenjit Jana,,joy bangla joy bongobondhu,joy bangla joy bongobondhu,2
,Shomesh Mollah,,জয় বাংলা নৌকা,জয় বাংলা নৌকা,4
,Riyad ahmd,,we are stand sir,we are stand sir,2
,Mohammad Tipu,,সোশ্যাল মিডিয়া লীগ,সোশ্যাল মিডিয়া লীগ,1
,FOOTBALLS CORNER BD,,আমরা আপনাকে পাঁচ বছর চাই হে মহান নেতা ডাক্তার ইউনুস স্যার আমরা আপনাকে ভালোবাসি,আমরা আপনাকে পাঁচ বছর চাই হে মহান নেতা ডাক্তার ইউনুস স্যার আমরা আপনাকে ভালোবাসি,0
,usman ali,,"আলহামদুলিল্লাহ, আমিন",আলহামদুলিল্লাহ আমিন,1
,Ayaz Hasan,,Nowka,nowka,2
,Halima Akter,,comment league,comment league,2
,Tasnim,,dr. yunus is the best,dr yunus is the best,2
,Mohammed Rabbi,,right prime Minister Muhammad yunus,right prime minister muhammad yunus,2
,Soriful Islam,,সারাদেশ দেশের সবজির দাম নিয়ন্ত্রণে রাখতে হবে যেন সাধারণ জনগণ ভোগ করতে পারে,সারাদেশ দেশের সবজির দাম নিয়ন্ত্রণে রাখতে হবে যেন সাধারণ জনগণ ভোগ করতে পারে,3
,Mohammed Jubair,,আফসোস লীগ,আফসোস লীগ,1
,Abu Bakkar Siddik,,ইউনুস সাহেব নির্বাচনের কথা বলেন,ইউনুস সাহেব নির্বাচনের কথা বলেন,3
,Ayaz Hasan,,chor,chor,2
,Imran Khan,,দ্রব্যমূল্যের সিন্ডিকেট আগে ভেঙে ফেলুন,দ্রব্যমূল্যের সিন্ডিকেট আগে ভেঙে ফেলুন,3
,Musa Ahmed,,"ফ্যাসিস্ট কোন গালি না, এটা একটা উপাধি যা হাসিনা তার কৃতকর্মের মাধ্যমে অর্জন করেছে। এটাকে ভুলিয়ে দেয়া মানে হাসিনার প্রত্যাবর্তনের প্রথম ধাপ।",ফ্যাসিস্ট কোন গালি না এটা একটা উপাধি যা হাসিনা তার কৃতকর্মের মাধ্যমে অর্জন করেছে এটাকে ভুলিয়ে দেয়া মানে হাসিনার প্রত্যাবর্তনের প্রথম ধাপ,3
,Md Rubel,,nice,nice,2
,Tarak rahman Joy,,জয় বাংলা জয় বঙ্গবন্ধু,জয় বাংলা জয় বঙ্গবন্ধু,4
,Crypto Mining Updates,,আজে বাজে উপদেষ্টা নিয়োগ বন্ধ করুন। ফারুকি কে বাদ দিন,আজে বাজে উপদেষ্টা নিয়োগ বন্ধ করুন ফারুকি কে বাদ দিন,3
,atikkhanarafy.youtube,,আমরা ফারুকীর পদত্যাগ চাই,আমরা ফারুকীর পদত্যাগ চাই,0
,GAMEING BRO,,Joy Bangla,joy bangla,2
,khan cu,,বুড়া খাটাইস,বুড়া খাটাইস,2
,Ayaz Hasan,,dalal,dalal,2
,nEXT-G,,"কমেন্ট লীগ মাঠে আসুন, যাতে পুলিশ আপনাদের ধরতে পারে",কমেন্ট লীগ মাঠে আসুন যাতে পুলিশ আপনাদের ধরতে পারে,3
,AM Kitchen & Vlog,,এসএসসি পাশ উপদেষ্টা ফারুকী,এসএসসি পাশ উপদেষ্টা ফারুকী,0
,MD AL AMIN,,sabas,sabas,2
,Hazi Abul Bashar,,"সংস্কার না হওয়া পর্যন্ত কোন নির্বাচন নয়। যারা দূরত নির্বাচন চায়।তারা কোন, দেশের কল্যাণে নয় বরং নিজের কল্যাণ সাধন করার জন্যই, তাড়াতাড়ি নির্বাচন চায়। সংস্কার হয়ে গেলে, তাদের আশা পূরণ হবে না।",সংস্কার না হওয়া পর্যন্ত কোন নির্বাচন নয় যারা দূরত নির্বাচন চায় তারা কোন দেশের কল্যাণে নয় বরং নিজের কল্যাণ সাধন করার জন্যই তাড়াতাড়ি নির্বাচন চায় সংস্কার হয়ে গেলে তাদের আশা পূরণ হবে না,3
,khan cu,,সুদি,সুদি,3
,Harun,,জয় বাংলা জয় বঙ্গবন্ধু,জয় বাংলা জয় বঙ্গবন্ধু,4
,Swapan Biswas,,"Eunus Saheb, এখন ক্ষমতা থেকে বিদায় হলে ভাল হয়।",eunus saheb এখন ক্ষমতা থেকে বিদায় হলে ভাল হয়,3
,Hasan Mahmod,,ফারুকীর অপশাসন চাই শীঘ্রই,ফারুকীর অপশাসন চাই শীঘ্রই,0
,Md Akash,,faruki ke cancel korun,faruki ke cancel korun,2
,Guruji,,joy bangla,joy bangla,2
,maruf ahmed,,joy Bangla toder pichon dia voira dimu,joy bangla toder pichon dia voira dimu,2
,Abdul Halim Chowdry,,"জয়বাংলার দিনশেষে নারায়েতকবিরের,বাংলা দে-শ",জয়বাংলার দিনশেষে নারায়েতকবিরের বাংলা দে শ,3
,STUDENT TV,,হারপিক লীগ,হারপিক লীগ,1
,rasel khan,,শুধু ভাশন দে কাজ কনো কিছু হয় না,শুধু ভাশন দে কাজ কনো কিছু হয় না,3
,Md Ikbal Hossain,,জয় বাংলা জয় বঙ্গবন্ধু,জয় বাংলা জয় বঙ্গবন্ধু,4
,Mahmudul Hasan,,জামায়াত শিবির জিন্দাবাদ,জামায়াত শিবির জিন্দাবাদ,3
,Prasenjit Jana,,জয় বাংলা জয় বঙ্গবন্ধু,জয় বাংলা জয় বঙ্গবন্ধু,4
,Abu Bakkar Siddik,,আমরা আপনাকে দেশ চালাতে দিইনি আমরা আপনাকে নির্বাচন আয়োজন করার জন্য দিয়েছি,আমরা আপনাকে দেশ চালাতে দিইনি আমরা আপনাকে নির্বাচন আয়োজন করার জন্য দিয়েছি,3
,MD SAHAJAHAN,,আমরা চাই আইনের শাসন,আমরা চাই আইনের শাসন,2
,firozmahmud,,বিলুপ্ত লীগ,বিলুপ্ত লীগ,1
,Ayaz Hasan,,boira sagol,boira sagol,2
,RRR,,আফসোস লীগ কই,আফসোস লীগ কই,1
,rabiul islam,,আপনার কোম্পানির যে ট্যাক্স মাপ করে নিলেন তার কি হবে,আপনার কোম্পানির যে ট্যাক্স মাপ করে নিলেন তার কি হবে,3
,MD Toyob Islam,,আপনি আরো ৫বছর থাকুন ধন্যবাদ,আপনি আরো ৫বছর থাকুন ধন্যবাদ,2
,ashraf bhuiyan,,১০ বছর থাকুন,১০ বছর থাকুন,2
,Abdullah_Vevo_Official,,ফারুকীর পদত্যাগ চাই,ফারুকীর পদত্যাগ চাই,0
,minhaz Sami,,সুদি,সুদি,3
,Mohammad Tipu,,বাংলাদেশ সামরিক শক্তিশালী করুন,বাংলাদেশ সামরিক শক্তিশালী করুন,3
,m rahman123,,তাহলে আহতরা রাস্তায় কেন!!,তাহলে আহতরা রাস্তায় কেন,3
,MS-HASAN17,,চাঁদপুর কচুয়া সাচার,চাঁদপুর কচুয়া সাচার,0
,Nisad Rayhan,,ড: ইউনুস কে ধন্যাবাদ,ড ইউনুস কে ধন্যাবাদ,3
,Md Rezaul Islam,,"মাহমুদুর রহমান, পিনাকী, কনক,ইলিয়াস এবং আসিফ স্যারদের উপদেষ্টা হিসাবে দেখতে চাই।",মাহমুদুর রহমান পিনাকী কনক ইলিয়াস এবং আসিফ স্যারদের উপদেষ্টা হিসাবে দেখতে চাই,0
,Haider Sikder,,সবল যেন দুর্বলের উপর চেপে বসতে না পারে এই ব্যাপারে উদ্যোগ গ্রহণ করার জন্য অনুরোধ জানাচ্ছি,সবল যেন দুর্বলের উপর চেপে বসতে না পারে এই ব্যাপারে উদ্যোগ গ্রহণ করার জন্য অনুরোধ জানাচ্ছি,3
,Arman Miah,,আমরা আপনাকে ৫ বছর ক্ষমতয় দেখতে চাই ইনশাআল্লাহ যে যায় বুলক আপনারা হাল ছাড়বেন না,আমরা আপনাকে ৫ বছর ক্ষমতয় দেখতে চাই ইনশাআল্লাহ যে যায় বুলক আপনারা হাল ছাড়বেন না,1
,Ayaz Hasan,,chor chor chor,chor chor chor,2
,Md Abdul kadar Kadar,,apni thaken,apni thaken,2
,SARA RAHMAN,,সুদ খুর,সুদ খুর,3
,𝙹𝙺 𝙹𝙰𝙷𝙸𝙳 𝙾𝙵𝙵𝙸𝙲𝙸𝙰𝙻,,hii,hii,2
,Jahid Hasan,,হটাও ইউনুস বাচাও দেশ,হটাও ইউনুস বাচাও দেশ,2
,স্বাধীন বাংলাদেশ ☺️,,"এখানে ট্যাগ লীগ এর অভাব নাই, মাদারিরা গরিবের কষ্ট বুজেনা খালি আছে লীগএর ট্যাগ নিয়ে, ট্যাগ না দিয়ে পারলে খাবার দে",এখানে ট্যাগ লীগ এর অভাব নাই মাদারিরা গরিবের কষ্ট বুজেনা খালি আছে লীগএর ট্যাগ নিয়ে ট্যাগ না দিয়ে পারলে খাবার দে,3
,Ruman Mollik,,পন্য সামগ্রির দাম কমান আগে,পন্য সামগ্রির দাম কমান আগে,3
,Abdullah Siyam Khan,,v,v,2
,Guruji,,জয় বাংলা,জয় বাংলা,4
,allahma wahid ashik tv,,জয় বাংলা জয় বঙ্গবন্ধু,জয় বাংলা জয় বঙ্গবন্ধু,4
,suhag roy,,জয় বাংলা জয় বঙ্গবন্ধু,জয় বাংলা জয় বঙ্গবন্ধু,4
,Umme Habiba,,গরিবরা খাতি পারতেছে না আগে তাদের ব্যবস্থা নেন,গরিবরা খাতি পারতেছে না আগে তাদের ব্যবস্থা নেন,3
,Nahid Al Adnan,,আসিফ মাহতাব স্যার কে উপদেষ্টা পরিষদে চায়,আসিফ মাহতাব স্যার কে উপদেষ্টা পরিষদে চায়,0
,Fazlul kabir mamun,,জামায়াতে ইসলামী জিন্দাবাদ,জামায়াতে ইসলামী জিন্দাবাদ,3
,Suman Mia,,Joy Bangla,joy bangla,2
,Md Fuhad,,জয় বাংলা,জয় বাংলা,4
,atiqur rahman,,ইউনূস সরকার জিন্দাবাদ,ইউনূস সরকার জিন্দাবাদ,3
,md Bashaar molla,,hi,hi,2
,Md Sohel Rana,,জামায়েতী,জামায়েতী,3
,Mohammad sujon,,স্যার আপনার কাছে একাটাই দাবি নিত্য প্রয়োজনীয় জিনিস পত্র সাধারণ মানুষের ক্রয় ক্ষমতার মধ্যে নিয়ে আসুন এটা আমাদের প্রানের দাবি,স্যার আপনার কাছে একাটাই দাবি নিত্য প্রয়োজনীয় জিনিস পত্র সাধারণ মানুষের ক্রয় ক্ষমতার মধ্যে নিয়ে আসুন এটা আমাদের প্রানের দাবি,3
,Abu Bakar blogs,,দ্রব্য মূল্য কমাতে হবে এবং জনগণের দাবি পুরোন করতে হবে।,দ্রব্য মূল্য কমাতে হবে এবং জনগণের দাবি পুরোন করতে হবে,3
,Md Tanvir,,masahallah,masahallah,2
,Md Tuhin,,আমীলিগ জারজ,আমীলিগ জারজ,1
,Ayaz Hasan,,sodkhor,sodkhor,2
,Biplob Miah,,"ভালো কাজ করেন, নির্বাচন চাই না",ভালো কাজ করেন নির্বাচন চাই না,0
,Abdullah_Vevo_Official,,"এই আন্দোলনের আমি একজন আহত কর্মী,,, ফারুকীর পদত্যাগ চাই",এই আন্দোলনের আমি একজন আহত কর্মী ফারুকীর পদত্যাগ চাই,0
,SB TV BD এক হও মুসলিম,,ঘুষ মুক্ত বাংলাদেশ চাই,ঘুষ মুক্ত বাংলাদেশ চাই,3
,Joshim বেয়াদবের মতো কথা বলেছেন মিঃ হুদা।Uddin,,meticulously designed এ এই কাজ করেছেন।,meticulously designed এ এই কাজ করেছেন,2
,LiMoN HaSaN,,হারপিকলীগ,হারপিকলীগ,1
,Ahmad Taskin,,জামাত শিবির জিন্দাবাদ,জামাত শিবির জিন্দাবাদ,3
,বাংলার বাতিঘর ।। অধ্যয়ন,,"ধর ধর ভারতলীগ ধর, ধরে ধরে নাস্তা কর",ধর ধর ভারতলীগ ধর ধরে ধরে নাস্তা কর,2
,ABRAR SHAKIL AHMED,,amader tara tari biye dau cha cha,amader tara tari biye dau cha cha,2
,SM ABDUL MALIK,,congratulations,congratulations,2
,Md.Bashir Ahamad,,মনে হয় সব কিছু সবাই ভুলে গেছে,মনে হয় সব কিছু সবাই ভুলে গেছে,2
,Abu Sufian,,ইওনুস সৈরাচারী,ইওনুস সৈরাচারী,0
,Md Mahmood Hasan,,ডাঃ ইউনুসে,ডাঃ ইউনুসে,2
,Mohammed Jubair,,আগে ভালো ছিলাম লীগ,আগে ভালো ছিলাম লীগ,1
,SARA RAHMAN,,চাটুকার উনুস,চাটুকার উনুস,0
,Monir uzzaman,,ma call,ma call,2
,MD SAHAJAHAN,,অপরাধী যেই হউক বিচার করা হউক,অপরাধী যেই হউক বিচার করা হউক,2
,Mohsin Khan,,জয় বাংলা জয় বঙ্গবন্ধু,জয় বাংলা জয় বঙ্গবন্ধু,4
,sanjoy sarker,,জিনিসের দাম কমা আগে ভাষন বাদ দে,জিনিসের দাম কমা আগে ভাষন বাদ দে,3
,Shohag Sordar,,জিনিসপত্রের দাম টা কুমান সাধারণ মানুষের অনেক কষ্ট হচ্ছে,জিনিসপত্রের দাম টা কুমান সাধারণ মানুষের অনেক কষ্ট হচ্ছে,3
,Prasenjit Jana,,নৌকা,নৌকা,0
,N T Kobir,,Thsanks to D unus,thsanks to d unus,2
,Rasel Shikder,,"কারা কি করছে, সেটা সবাই জানে।",কারা কি করছে সেটা সবাই জানে,0
,shafiqul islam shafiq,,বাঙ্গিস্থান জিন্দাবাদ,বাঙ্গিস্থান জিন্দাবাদ,3
,Civil Engineering Solutions,,younus sir thanks,younus sir thanks,2
,Umme Hanufa,,জয় বাংলা জয় বঙ্গবন্ধু,জয় বাংলা জয় বঙ্গবন্ধু,4
,Nazmul Hassan,,হারপিক লীগ,হারপিক লীগ,1
,Kazi mamun,,জামায়েত শিবির জিন্দাবাদ,জামায়েত শিবির জিন্দাবাদ,3
,Game Play 2021,,love,love,2
,Rakib Khan,,হেডার বাংলা,হেডার বাংলা,1
,MD HAMIDUL ISLAM,,মাশাল্লাহ,মাশাল্লাহ,1
,Mujanur 1,,হা হা,হা হা,1
,Jahagir Alom,,ইসলামী ছাত্রশিবির জিন্দাবাদ,ইসলামী ছাত্রশিবির জিন্দাবাদ,3
,MS-HASAN17,,চাঁদপুর কচুয়া সাচার বাজারের ভুতের গল্প,চাঁদপুর কচুয়া সাচার বাজারের ভুতের গল্প,3
,md abusaid Molla,,আলহামদুলিল্লাহ,আলহামদুলিল্লাহ,1
,Bishal Hasan,,হারপিক লীগ,হারপিক লীগ,1
,Md Abdur Rakib,,"আলহামদুলিল্লাহ৷ সার ভালো লাগলো আপনার সাজেশন, এগিয়ে জান আললাহ আমাদের সহাই হঊন।",আলহামদুলিল্লাহ৷ সার ভালো লাগলো আপনার সাজেশন এগিয়ে জান আললাহ আমাদের সহাই হঊন,1
,jahidul islam,,আলহামদুলিল্লাহ,আলহামদুলিল্লাহ,1
,BADRUJJHAMAN MASUm,,যতদিন স্যার ক্ষমতায় থাকবেন ততদিন দেশের উন্নতি ও সামনের দিকে এগিয়ে যাবে।,যতদিন স্যার ক্ষমতায় থাকবেন ততদিন দেশের উন্নতি ও সামনের দিকে এগিয়ে যাবে,3
,Shopno Baz,,ড.ইউনুস বাংলাদেশকে সুন্দর একটা দেশ গড়ে তুলবে,ড ইউনুস বাংলাদেশকে সুন্দর একটা দেশ গড়ে তুলবে,3
,Mostafizur Rahman,,"স্যার,উপদেষ্টা পরিষদ সংস্কার করুন",স্যার উপদেষ্টা পরিষদ সংস্কার করুন,0
,Ridwan Hoque,,Dr. Yunus is proud of us! Salue Sir,dr yunus is proud of us salue sir,2
,Opu Ahmed,,awamil or mare sudi 16 bosor bal ser so,awamil or mare sudi 16 bosor bal ser so,2
,Suman Mia,,নৌকা,নৌকা,0
,Robiul Islam,,বি এন বি সরকার চাই,বি এন বি সরকার চাই,0
,Md Shahin,,নৌকা পুটকি দিয়ে দেয়া হবে যারা নৌকা নৌকা করে তাদের,নৌকা পুটকি দিয়ে দেয়া হবে যারা নৌকা নৌকা করে তাদের,3
,MD. monowar,,নির্বাচন চাই।,নির্বাচন চাই,0
,Afif zoo,,ফাউল আওয়ামী লীগ,ফাউল আওয়ামী লীগ,1
,Fatema Afroz,,yo,yo,2
,World Sports,,হারপিক লীগ,হারপিক লীগ,1
,Texture Trad,,welcome,welcome,2
,MasudBillah,,এখনো দেশ ঠিক করতে পারেন নাই,এখনো দেশ ঠিক করতে পারেন নাই,3
,M Tube,,"ফ্যাসিবাদের দোসর রা এখনো অনেক সক্রিয়, তাদের সব ষড়যন্ত্র নস্যাৎ করে দিতে ছাত্র জনতাকে সর্বদা একাত্ম থাকতে হবে, কোন ফাদে পা দেয়া যাবে না! এই বিপ্লব বেহাত হতে দেয়া যাবে না......",ফ্যাসিবাদের দোসর রা এখনো অনেক সক্রিয় তাদের সব ষড়যন্ত্র নস্যাৎ করে দিতে ছাত্র জনতাকে সর্বদা একাত্ম থাকতে হবে কোন ফাদে পা দেয়া যাবে না এই বিপ্লব বেহাত হতে দেয়া যাবে না,3
,Dilawar Hussain,,স্বৈরাচার খুনি হাসিনার বিচার চাই,স্বৈরাচার খুনি হাসিনার বিচার চাই,0
,Ismail Hossain,,জয় বাংলা জয় হার পিক লীগ,জয় বাংলা জয় হার পিক লীগ,4
,akash khan,,nice,nice,2
,SB TV BD এক হও মুসলিম,,ইসলামী আইন চাই,ইসলামী আইন চাই,2
,RDM star sabiha⭐,,jammat,jammat,2
,Md. Al-Amin,,jamat e islam,jamat e islam,2
,Mahdia kalam Chowdhury,,Younus sir,younus sir,2
,ashraf bhuiyan,,ওকে,ওকে,2
,Md Akash,,younus sorkar jindabad,younus sorkar jindabad,2
,Prasenjit Jana,,ইউনুস যেনো পালাতে না পারে,ইউনুস যেনো পালাতে না পারে,3
,Pori,,টয়লেট লিগের কমেন্ট চলে আসছে,টয়লেট লিগের কমেন্ট চলে আসছে,1
,Civil Engineering Solutions,,students,students,2
,mdnozrul islam,,ধন্যবাদ ছার,ধন্যবাদ ছার,2
,Md Sohel Rana,,জামাতী ইসলাম ইনশাআল্লাহ,জামাতী ইসলাম ইনশাআল্লাহ,1
,Sm.ShaHAlam,,আলহামদুলিল্লাহ ভালো,আলহামদুলিল্লাহ ভালো,1
,Tony stark,,জয় বাংলা জয় বঙ্গবল্টু,জয় বাংলা জয় বঙ্গবল্টু,4
,Md Ebrahim Phada,,হারপিক লীগ,হারপিক লীগ,1
,Iqbal's vlogging kindom,,১০ বছর। ইনশাআল্লাহ।,১০ বছর ইনশাআল্লাহ,1
,Iris Ali,,congratulations,congratulations,2
